id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 03:00:00;39835.074;6577.851;18176.561;1.0;64590.49;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 03:00:00;22666.54199999;4362.427;4.0;0.0;34470.60799999;-7437.639
S;SUL;2025-01-01 03:00:00;8163.18999999;214.238;975.309;1.0;10260.22599999;-906.489
NE;NORDESTE;2025-01-01 04:00:00;2206.52799999;419.497;17260.421;8.244;12596.084;7298.606
N;NORTE;2025-01-01 04:00:00;6740.686;1587.193;389.0;0.0;7232.931;1483.948
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 04:00:00;38455.247;6596.102;18550.189;13.463;63615.0;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 04:00:00;21750.137;4372.167;4.0;4.21899999;33814.527;-7684.004
S;SUL;2025-01-01 04:00:00;7757.896;217.24499999;896.76799999;1.0;9971.459;-1098.55
NE;NORDESTE;2025-01-01 05:00:00;2195.71299999;421.335;17029.102;333.62;11998.62999999;7981.14
N;NORTE;2025-01-01 05:00:00;5918.031;1586.52;345.457;10.549;7229.36199999;631.195
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 05:00:00;35857.985;6472.578;18209.917;798.597;61339.08;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 05:00:00;20047.14;4348.904;4.0;332.06099999;32509.154;-7777.04899999
S;SUL;2025-01-01 05:00:00;7697.101;115.819;831.358;122.367;9601.931;-835.286
NE;NORDESTE;2025-01-01 06:00:00;2200.828;419.809;13967.92499999;2774.961;11507.30699999;7856.216
N;NORTE;2025-01-01 06:00:00;4492.022;1586.207;248.182;142.44;7005.63099999;-536.77999999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 06:00:00;32565.162;6411.796;14874.146;6369.602;60220.71;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 06:00:00;18455.888;4362.395;4.0;2512.58599999;31982.939;-6648.07
S;SUL;2025-01-01 06:00:00;7416.424;43.385;654.039;939.615;9724.829;-671.366
NE;NORDESTE;2025-01-01 07:00:00;2180.81599999;423.458;10281.521;5247.469;11082.651;7050.61299999
N;NORTE;2025-01-01 07:00:00;3668.508;1580.07399999;167.93;477.473;6807.913;-913.92799999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 07:00:00;29431.454;6444.765;10944.18;13243.439;60063.84;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 07:00:00;18004.664;4412.468;4.0;5390.336;32207.683;-4396.21499999
S;SUL;2025-01-01 07:00:00;5577.466;28.765;490.72899999;2128.161;9965.59099999;-1740.47
NE;NORDESTE;2025-01-01 08:00:00;2185.64599999;429.185;7266.052;5500.80499999;10758.20199999;4623.486
N;NORTE;2025-01-01 08:00:00;3159.354;1578.541;131.101;881.95299999;6774.52599999;-1023.577
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 08:00:00;28334.113;6508.609;7775.316;17208.39;59826.43;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 08:00:00;17906.091;4468.226;4.0;7609.826;32453.665;-2465.522
S;SUL;2025-01-01 08:00:00;5083.022;32.657;374.163;3215.806;9840.035;-1134.387
NE;NORDESTE;2025-01-01 09:00:00;2194.481;428.396;4873.166;5913.973;10577.688;2832.328
N;NORTE;2025-01-01 09:00:00;3178.103;1585.075;116.666;1223.714;6772.877;-669.31899999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 09:00:00;27612.637;6569.439;5269.2;20948.066;60399.34;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 09:00:00;17768.83;4529.293;4.0;9686.55199999;33264.864;-1276.18899999
S;SUL;2025-01-01 09:00:00;4471.223;26.675;275.368;4123.827;9783.913;-886.82
NE;NORDESTE;2025-01-01 10:00:00;2227.341;428.108;3483.222;6244.68599999;10415.971;1967.386
N;NORTE;2025-01-01 10:00:00;3186.847;1586.82899999;116.968;1483.412;6772.958;-398.902
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 10:00:00;27784.822;6555.028;3853.91;23621.607;61815.37;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 10:00:00;17945.944;4513.178;4.0;11016.16699999;34528.425;-1049.136
S;SUL;2025-01-01 10:00:00;4424.69;26.913;249.72;4877.342;10098.013;-519.34799999
NE;NORDESTE;2025-01-01 11:00:00;2198.639;428.665;3364.184;6421.458;10248.979;2163.967
N;NORTE;2025-01-01 11:00:00;3183.782;1576.556;122.26;1572.365;6736.793;-281.83
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 11:00:00;27943.751;6541.703;3737.931;24729.21;62952.6;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 11:00:00;17678.041;4511.60099999;4.5;11394.301;35240.858;-1652.415
S;SUL;2025-01-01 11:00:00;4883.289;24.881;246.987;5341.08599999;10725.96499999;-229.722
NE;NORDESTE;2025-01-01 12:00:00;2213.053;427.332;3428.622;6339.59499999;9925.75399999;2482.848
N;NORTE;2025-01-01 12:00:00;3186.81399999;1571.147;135.77699999;1534.601;6739.884;-311.54499999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 12:00:00;28075.786;6553.624;3841.325;23929.701;62400.44;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 12:00:00;17651.298;4523.508;5.0;10836.17899999;34901.939;-1885.954
S;SUL;2025-01-01 12:00:00;5024.621;31.637;271.926;5219.32599999;10832.859;-285.349
NE;NORDESTE;2025-01-01 13:00:00;2212.532;438.43299999;3749.637;6163.34999999;9938.75899999;2625.193
N;NORTE;2025-01-01 13:00:00;3184.981;1569.457;146.798;1401.49199999;6734.909;-432.181
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 13:00:00;28448.022;6574.225;4259.651;22219.865;61501.76;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 13:00:00;17788.48;4527.875;5.0;10022.715;33922.866;-1578.79599999
S;SUL;2025-01-01 13:00:00;5262.029;38.46;358.216;4632.308;10905.229;-614.216
NE;NORDESTE;2025-01-01 14:00:00;2205.01499999;445.28799999;5268.127;5887.64799999;10096.473;3709.60499999
N;NORTE;2025-01-01 14:00:00;3178.706;1561.37199999;201.835;1199.407;6854.58;-713.25999999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 14:00:00;29068.786;6577.948;6001.245;19974.68;61622.66;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 14:00:00;17918.156;4540.575;5.0;8868.06599999;33522.846;-2191.049
S;SUL;2025-01-01 14:00:00;5766.909;30.713;526.283;4019.559;11148.76;-805.296
NE;NORDESTE;2025-01-01 15:00:00;2209.73099999;446.31;7221.824;5607.203;10523.082;4961.986
N;NORTE;2025-01-01 15:00:00;3180.29999999;1553.99;252.225;932.39299999;6928.58099999;-1009.673
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 15:00:00;30231.043;6581.322;8380.776;17839.382;63032.52;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 15:00:00;18286.039;4543.92699999;5.0;8096.05599999;34114.35699999;-3183.335
S;SUL;2025-01-01 15:00:00;6554.97299999;37.095;901.727;3203.73;11466.503;-768.978
NE;NORDESTE;2025-01-01 16:00:00;2232.08599999;445.943;9954.078;3639.825;11211.263;5060.669
N;NORTE;2025-01-01 16:00:00;3566.903;1541.854;313.36399999;558.999;6968.51199999;-987.39199999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 16:00:00;34777.081;6565.081;11497.784;12290.316;65130.26;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 16:00:00;20662.10199999;4542.793;6.0;5861.119;35243.34399999;-4171.33
S;SUL;2025-01-01 16:00:00;8315.98999999;34.491;1224.342;2230.373;11707.14299999;98.053
NE;NORDESTE;2025-01-01 17:00:00;2740.024;448.95599999;11485.902;862.558;11875.14899999;3662.291
N;NORTE;2025-01-01 17:00:00;5110.365;1540.421;371.696;210.095;6962.122;270.455
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 17:00:00;42897.048;6559.353;12870.766;4832.758;67159.93;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 17:00:00;24904.30099999;4535.511;6.0;2524.10599999;36531.05999999;-4561.142
S;SUL;2025-01-01 17:00:00;10142.358;34.465;1007.16799999;1235.999;11791.594;628.39599999
NE;NORDESTE;2025-01-01 18:00:00;4304.361;458.204;12553.903;12.246;13314.967;4013.747
N;NORTE;2025-01-01 18:00:00;7131.849;1550.654;390.392;24.325;7243.717;1853.503
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 18:00:00;50001.045;6572.684;13827.944;836.373;71238.05;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 18:00:00;27660.252;4531.827;6.0;401.45399999;38713.236;-6113.703
S;SUL;2025-01-01 18:00:00;10904.583;31.999;877.649;398.348;11966.126;246.453
NE;NORDESTE;2025-01-01 19:00:00;4487.724;454.623;13981.982;0.0;13778.667;5145.662
N;NORTE;2025-01-01 19:00:00;9044.008;1556.251;387.802;1.559;7584.457;3405.16299999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 19:00:00;54792.844;6568.95;15002.583;14.145;76378.52;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 19:00:00;29718.218;4530.56;6.0;4.32599999;42135.88;-7876.776
S;SUL;2025-01-01 19:00:00;11542.894;27.516;626.799;8.26;12879.518;-674.049
NE;NORDESTE;2025-01-01 20:00:00;4470.64;452.399;14078.51399999;0.0;13823.916;5177.637
N;NORTE;2025-01-01 20:00:00;9847.48299999;1561.547;396.944;0.001;7760.34399999;4045.631
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 20:00:00;56157.835;6565.36;15164.4;1.001;77888.6;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 20:00:00;30476.09;4526.585;6.0;0.0;42880.889;-7872.214
S;SUL;2025-01-01 20:00:00;11363.622;24.829;682.942;1.0;13423.447;-1351.054
NE;NORDESTE;2025-01-01 21:00:00;4254.125;447.887;14128.545;0.0;14169.462;4661.095
N;NORTE;2025-01-01 21:00:00;10348.67399999;1555.618;400.314;0.0;7950.068;4354.53799999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 21:00:00;55988.848;6572.282;15319.86;1.0;77881.99;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 21:00:00;30795.009;4525.918;6.0;0.0;42494.894;-7167.967
S;SUL;2025-01-01 21:00:00;10591.04;42.85899999;785.001;1.0;13267.566;-1847.666
NE;NORDESTE;2025-01-01 22:00:00;3793.43299999;449.794;14595.63;0.0;14313.776;4525.081
N;NORTE;2025-01-01 22:00:00;10384.258;1561.959;401.915;0.0;8083.876;4264.25599999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 22:00:00;54553.425;6575.845;15504.753;1.0;76635.02;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 22:00:00;30187.51599999;4525.715;6.0;0.0;41316.17299999;-6596.94199999
S;SUL;2025-01-01 22:00:00;10188.218;38.377;501.208;1.0;12921.198;-2192.395
NE;NORDESTE;2025-01-01 23:00:00;3058.233;451.109;15721.509;0.0;14162.127;5068.724
N;NORTE;2025-01-01 23:00:00;10188.074;1566.515;402.951;0.0;8128.672;4028.868
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-01 23:00:00;50682.107;6573.742;16724.558;1.0;73981.41;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-01 23:00:00;29108.01399999;4524.224;6.0;0.0;39554.35499999;-5916.117
S;SUL;2025-01-01 23:00:00;8327.786;31.894;594.09799999;1.0;12136.253;-3181.475
NE;NORDESTE;2025-01-02 00:00:00;2888.78;451.256;15545.60099999;0.0;13814.316;5071.321
N;NORTE;2025-01-02 00:00:00;8800.04599999;1565.544;401.938;0.0;8003.64399999;2763.884
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 00:00:00;47846.581;6541.154;16366.266;1.0;70755.0;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 00:00:00;29021.448;4495.291;5.0;0.0;37511.013;-3989.274
S;SUL;2025-01-02 00:00:00;7136.30699999;29.063;413.727;1.0;11426.02799999;-3845.931
NE;NORDESTE;2025-01-02 01:00:00;2689.89999999;450.783;15707.932;0.002;13534.999;5313.618
N;NORTE;2025-01-02 01:00:00;6679.959;1568.101;395.102;0.0;7806.286;836.876
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 01:00:00;45099.738;6550.284;16329.108;1.002;67980.13;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 01:00:00;28272.33699999;4500.515;5.0;0.0;35728.71399999;-2950.86199999
S;SUL;2025-01-02 01:00:00;7457.542;30.885;221.074;1.0;10910.133;-3199.632
NE;NORDESTE;2025-01-02 02:00:00;2686.227;451.313;16217.248;0.001;13254.046;6100.743
N;NORTE;2025-01-02 02:00:00;5340.539;1572.93;392.959;0.0;7699.036;-392.60799999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 02:00:00;42863.865;6541.805;16797.046;1.001;66203.72;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 02:00:00;27765.18799999;4491.277;4.0;0.0;34713.515;-2453.05
S;SUL;2025-01-02 02:00:00;7071.911;26.285;182.839;1.0;10537.11999999;-3255.085
NE;NORDESTE;2025-01-02 03:00:00;2632.31699999;451.345;16327.86699999;0.0;13053.245;6358.284
N;NORTE;2025-01-02 03:00:00;5014.551;1575.489;396.735;0.0;7560.124;-573.34899999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 03:00:00;41483.689;6544.629;16977.408;1.0;65006.73;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 03:00:00;27152.22299999;4488.88;4.0;0.0;34104.886;-2459.783
S;SUL;2025-01-02 03:00:00;6684.598;28.915;248.806;1.0;10288.471;-3325.152
NE;NORDESTE;2025-01-02 04:00:00;2404.32199999;449.419;16016.683;7.991;12892.022;5986.393
N;NORTE;2025-01-02 04:00:00;5021.413;1570.12799999;397.432;0.0;7430.633;-441.66
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 04:00:00;40822.561;6543.463;17111.791;10.189;64488.0;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 04:00:00;26952.136;4495.996;4.0;1.198;33992.543;-2539.213
S;SUL;2025-01-02 04:00:00;6444.69;27.92;693.676;1.0;10172.806;-3005.52
NE;NORDESTE;2025-01-02 05:00:00;2397.466;450.669;15953.43899999;340.17899999;12384.52899999;6757.224
N;NORTE;2025-01-02 05:00:00;4600.893;1572.386;396.818;11.066;7329.973;-748.80999999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 05:00:00;40150.354;6548.769;16790.928;753.319;64243.37;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 05:00:00;26600.04499999;4495.043;4.0;287.81999999;34234.47199999;-2847.564
S;SUL;2025-01-02 05:00:00;6551.94999999;30.671;436.671;114.254;10294.39599999;-3160.85
NE;NORDESTE;2025-01-02 06:00:00;2307.089;447.20599999;14618.507;3312.46699999;12104.686;8580.583
N;NORTE;2025-01-02 06:00:00;3668.327;1578.575;369.291;151.52699999;7124.658;-1356.93799999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 06:00:00;37637.663;6561.127;15155.535;6718.403;66072.73;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 06:00:00;25018.98599999;4510.194;4.0;2352.181;35795.499;-3910.138
S;SUL;2025-01-02 06:00:00;6643.261;25.152;163.737;902.228;11047.885;-3313.507
NE;NORDESTE;2025-01-02 07:00:00;2187.954;444.962;12870.14999999;7439.19499999;12662.606;10279.65499999
N;NORTE;2025-01-02 07:00:00;3388.822;1571.813;315.124;490.231;7161.435;-1395.445
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 07:00:00;34715.724;6564.703;13258.088;16104.153;70642.67;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 07:00:00;22994.529;4523.822;4.0;6066.928;38543.52;-4954.24099999
S;SUL;2025-01-02 07:00:00;6144.419;24.106;68.81399999;2107.799;12275.107;-3929.969
NE;NORDESTE;2025-01-02 08:00:00;2169.395;450.522;11499.50699999;8841.414;12969.43399999;9991.404
N;NORTE;2025-01-02 08:00:00;3209.15399999;1562.626;306.795;861.44199999;7376.482;-1436.465
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 08:00:00;33404.22;6564.763;11854.668;22479.538;74303.19;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 08:00:00;22385.849;4527.419;4.0;9505.589;40766.469;-4343.612
S;SUL;2025-01-02 08:00:00;5639.82199999;24.196;44.366;3271.093;13190.804;-4211.327
NE;NORDESTE;2025-01-02 09:00:00;2191.66;452.467;9163.62099999;9148.608;13007.728;7948.628
N;NORTE;2025-01-02 09:00:00;3284.693;1554.754;286.574;1226.151;7624.39299999;-1272.22099999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 09:00:00;34273.732;6533.463;9480.967;26081.762;76369.92;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 09:00:00;22821.906;4501.65;4.0;11447.567;42016.494;-3241.371
S;SUL;2025-01-02 09:00:00;5975.473;24.592;26.77199999;4259.43599999;13721.309;-3435.036
NE;NORDESTE;2025-01-02 10:00:00;2184.50099999;448.648;8116.82199999;9780.717;13200.073;7330.615
N;NORTE;2025-01-02 10:00:00;3266.55;1516.194;289.637;1471.80699999;7775.855;-1231.667
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 10:00:00;34132.343;6437.183;8438.254;30245.875;79253.66;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 10:00:00;22642.323;4447.736;4.0;13986.764;43885.588;-2804.765
S;SUL;2025-01-02 10:00:00;6038.969;24.605;27.795;5006.58699999;14392.139;-3294.183
NE;NORDESTE;2025-01-02 11:00:00;2194.10099999;449.499;6851.804;10023.585;13295.853;6223.136
N;NORTE;2025-01-02 11:00:00;3248.69299999;1467.608;310.329;1535.656;7717.09399999;-1154.808
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 11:00:00;34705.533;6356.439;7346.216;32330.901;80739.09;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 11:00:00;22763.84099999;4414.75;4.5;15534.762;44899.17599999;-2181.32299999
S;SUL;2025-01-02 11:00:00;6498.89799999;24.582;179.583;5236.89799999;14826.96599999;-2887.005
NE;NORDESTE;2025-01-02 12:00:00;2183.33799999;451.432;5833.76299999;9964.963;13158.441;5275.055
N;NORTE;2025-01-02 12:00:00;3244.867;1463.181;307.628;1458.606;7605.14299999;-1130.861
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 12:00:00;35518.548;6311.713;6533.86;32063.899;80428.02;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 12:00:00;23168.81199999;4372.517;5.0;15794.985;45226.11099999;-1884.79699999
S;SUL;2025-01-02 12:00:00;6921.531;24.583;387.469;4845.34499999;14438.325;-2259.397
NE;NORDESTE;2025-01-02 13:00:00;2229.75799999;457.497;6093.33999999;9690.698;13477.21099999;4994.082
N;NORTE;2025-01-02 13:00:00;3580.544;1455.788;320.708;1336.972;7651.784;-957.772
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 13:00:00;38675.499;6316.155;6823.69;29998.937;81814.28;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 13:00:00;24652.573;4378.238;5.0;14686.627;45967.072;-2244.634
S;SUL;2025-01-02 13:00:00;8212.62399999;24.632;404.642;4284.64;14718.21399999;-1791.676
NE;NORDESTE;2025-01-02 14:00:00;2354.42;450.228;7686.381;8611.708;13946.229;5156.508
N;NORTE;2025-01-02 14:00:00;4842.863;1452.164;366.57;1129.901;7728.20199999;63.29599999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 14:00:00;41744.201;6295.609;8486.46;26950.144;83476.41;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 14:00:00;26687.86699999;4368.617;5.0;13559.45;46866.173;-2245.239
S;SUL;2025-01-02 14:00:00;7859.051;24.6;428.509;3649.085;14935.81;-2974.565
NE;NORDESTE;2025-01-02 15:00:00;2617.733;472.178;9194.035;6803.66;14206.306;4881.3
N;NORTE;2025-01-02 15:00:00;6068.62099999;1468.984;325.431;863.17;7835.34699999;890.85899999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 15:00:00;45514.438;6333.303;10100.674;22026.136;83974.55;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 15:00:00;28729.53399999;4367.199;5.0;11675.238;47373.98699999;-2597.01599999
S;SUL;2025-01-02 15:00:00;8098.55;24.94199999;576.208;2684.068;14558.911;-3175.143
NE;NORDESTE;2025-01-02 16:00:00;3217.97299999;451.885;10594.918;4254.292;14470.759;4048.309
N;NORTE;2025-01-02 16:00:00;7754.54;1468.468;316.777;529.01899999;7746.115;2322.689
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 16:00:00;51579.473;6310.642;11693.197;15048.824;84632.14;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 16:00:00;32005.354;4364.858;6.0;8413.84199999;47713.829;-2923.77499999
S;SUL;2025-01-02 16:00:00;8601.606;25.431;775.502;1851.671;14701.433;-3447.223
NE;NORDESTE;2025-01-02 17:00:00;3925.3;426.125;12300.97399999;1101.226;14337.09899999;3416.526
N;NORTE;2025-01-02 17:00:00;10171.376;1467.101;340.76;211.664;7637.909;4552.992
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 17:00:00;57536.639;6333.328;13563.808;5655.146;83088.92;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 17:00:00;33464.31899999;4415.497;6.0;3273.065;46442.029;-5283.148
S;SUL;2025-01-02 17:00:00;9975.644;24.605;916.074;1069.191;14671.884;-2686.37
NE;NORDESTE;2025-01-02 18:00:00;4024.24299999;431.155;13757.727;24.655;14854.185;3383.595
N;NORTE;2025-01-02 18:00:00;11488.838;1467.253;387.949;28.49499999;7603.961;5768.574
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 18:00:00;60699.588;6425.217;15274.868;850.168;83249.84;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 18:00:00;34937.127;4502.203;6.0;434.57799999;46540.63;-6660.722
S;SUL;2025-01-02 18:00:00;10249.37999999;24.606;1123.192;362.44;14251.065;-2491.447
NE;NORDESTE;2025-01-02 19:00:00;4190.678;429.064;16004.363;0.0;15189.091;5435.014
N;NORTE;2025-01-02 19:00:00;13296.96699999;1481.196;385.031;2.056;7869.739;7295.511
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 19:00:00;63540.343;6438.938;17481.279;15.852;87476.41;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 19:00:00;35644.78;4503.47;6.0;4.202;49489.095;-9330.643
S;SUL;2025-01-02 19:00:00;10407.91799999;25.208;1085.885;9.594;14928.48699999;-3399.882
NE;NORDESTE;2025-01-02 20:00:00;4168.921;435.938;16859.982;0.0;15228.221;6236.62
N;NORTE;2025-01-02 20:00:00;13756.488;1498.294;393.825;0.0;7974.428;7674.179
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 20:00:00;63517.642;6467.518;18193.192;1.0;88179.35;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 20:00:00;35213.408;4497.948;6.0;0.0;49364.485;-9647.129
S;SUL;2025-01-02 20:00:00;10378.82499999;35.338;933.385;1.0;15612.218;-4263.67
NE;NORDESTE;2025-01-02 21:00:00;4035.47899999;438.175;17280.473;0.0;15698.69;6055.437
N;NORTE;2025-01-02 21:00:00;13547.568;1500.517;391.343;0.0;8138.98599999;7300.442
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 21:00:00;62868.942;6474.247;18514.494;1.0;87858.68;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 21:00:00;34844.188;4496.802;6.0;0.0;48556.001;-9209.011
S;SUL;2025-01-02 21:00:00;10441.707;38.753;836.678;1.0;15465.006;-4146.868
NE;NORDESTE;2025-01-02 22:00:00;3436.14099999;444.434;17231.88999999;0.0;15825.67199999;5286.793
N;NORTE;2025-01-02 22:00:00;13082.931;1505.789;385.608;0.0;8265.787;6708.541
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 22:00:00;60742.642;6475.944;18351.2;1.0;85570.79;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 22:00:00;33632.39999999;4490.099;6.0;0.0;46548.32599999;-8419.827
S;SUL;2025-01-02 22:00:00;10591.17;35.622;727.702;1.0;14931.00099999;-3575.507
NE;NORDESTE;2025-01-02 23:00:00;3076.624;443.984;16982.445;0.0;15540.362;4962.691
N;NORTE;2025-01-02 23:00:00;12973.912;1507.066;380.237;0.0;8256.72899999;6604.486
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-02 23:00:00;57418.189;6485.297;18009.21;1.0;81913.7;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-02 23:00:00;31726.72;4483.931;6.0;0.0;44086.001;-7869.35
S;SUL;2025-01-02 23:00:00;9640.93299999;50.316;640.528;1.0;14030.604;-3697.827
NE;NORDESTE;2025-01-03 00:00:00;3272.51299999;439.806;16756.881;0.0;15082.866;5386.334
N;NORTE;2025-01-03 00:00:00;12934.267;1509.298;378.841;0.0;8143.116;6679.29
